taxid,species_taxid,species_name,assembly_accession,source_category,tar_file,member_name,summary_source,refseq_category,assembly_level,genome_size_bp,available_tokens,gc_content,n_fraction,ftp_path,domain,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,human_distance_rank,major_group
1798271,1798271,Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_13,GCA_001801405.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_001801405.1.fasta.gz,genbank,na,Scaffold,1477790,1477790,0.42,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/801/405/GCA_001801405.1_ASM180140v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_13,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|unclassified Gammaproteobacteria|Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_13,8,bacteria
2978605,2978605,Arthroderma sp. MBC 290,GCA_030411455.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch86.tar,batch86/GCA_030411455.1.fasta.gz,genbank,na,Contig,24326069,24326069,0.475,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/411/455/GCA_030411455.1_ASM3041145v1/,Eukaryota,,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,Arthroderma sp. MBC 290,root|cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Pezizomycotina|leotiomyceta|Eurotiomycetes|Eurotiomycetidae|Onygenales|Arthrodermataceae|Arthroderma|unclassified Arthroderma|Arthroderma sp. MBC 290,7,fungus
348578,348578,uncultured Porphyromonadaceae bacterium,GCA_947175225.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_947175225.1.fasta.gz,genbank,na,Contig,3771053,3771053,0.44,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/175/225/GCA_947175225.1_SRR14411335_bin.4_metawrap_v1.3_MAG/,Bacteria,,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,,uncultured Porphyromonadaceae bacterium,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae|environmental samples|uncultured Porphyromonadaceae bacterium,8,bacteria
2044595,2044595,Candidatus Altimarinota bacterium,GCA_027062145.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_027062145.1.fasta.gz,genbank,na,Contig,986004,986004,0.23,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/062/145/GCA_027062145.1_ASM2706214v1/,Bacteria,,,Candidatus Altimarinota,,,,,Candidatus Altimarinota bacterium,root|cellular organisms|Bacteria|Bacteria incertae sedis|Bacteria candidate phyla|Patescibacteria group|Candidatus Altimarinota|unclassified Candidatus Altimarinota|Candidatus Altimarinota bacterium,8,bacteria
666685,666685,Rhodanobacter denitrificans,GCA_017848855.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_017848855.1.fasta.gz,genbank,na,Contig,3488566,3488566,0.69,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/848/855/GCA_017848855.1_ASM1784885v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter denitrificans,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Rhodanobacteraceae|Rhodanobacter|Rhodanobacter denitrificans,8,bacteria
2913261,2913261,Paraburkholderia tagetis,GCF_022213065.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_022213065.1.fasta.gz,refseq,reference genome,Scaffold,8523014,8523014,0.635,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/213/065/GCF_022213065.1_ASM2221306v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia tagetis,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia tagetis,8,bacteria
2961955,2961955,Candidatus Cardinium sp. TP,GCF_025215055.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCF_025215055.1.fasta.gz,refseq,na,Contig,914750,914750,0.395,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/215/055/GCF_025215055.1_ASM2521505v1/,Bacteria,,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Candidatus Cardinium sp. TP,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Cytophagia|Cytophagales|Amoebophilaceae|Candidatus Cardinium|unclassified Candidatus Cardinium|Candidatus Cardinium sp. TP,8,bacteria
1263000,1263000,Firmicutes bacterium CAG:110,GCA_000434635.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_000434635.1.fasta.gz,genbank,na,Scaffold,2502913,2502913,0.565,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/434/635/GCA_000434635.1_MGS110/,Bacteria,,Bacillati,Bacillota,,,,,Firmicutes bacterium CAG:110,root|cellular organisms|Bacteria|Bacillati|Bacillota|unclassified Bacillota|Firmicutes bacterium CAG:110,8,bacteria
2188,2188,Methanococcus voltae,GCF_024807655.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCF_024807655.1.fasta.gz,refseq,na,Contig,1857959,1857959,0.285,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/807/655/GCF_024807655.1_ASM2480765v1/,Archaea,,Methanobacteriati,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae,root|cellular organisms|Archaea|Methanobacteriati|Methanobacteriota|Methanomada group|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus voltae,8,archaea
159272,159272,uncultured Prevotella sp.,GCA_900315035.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_900315035.1.fasta.gz,genbank,na,Scaffold,3414015,3414015,0.48,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/315/035/GCA_900315035.1_Rumen_uncultured_genome_RUG069/,Bacteria,,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,uncultured Prevotella sp.,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|environmental samples|uncultured Prevotella sp.,8,bacteria
2026724,2026724,Chloroflexota bacterium,GCA_030636125.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_030636125.1.fasta.gz,genbank,na,Contig,3076783,3076783,0.49,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/636/125/GCA_030636125.1_ASM3063612v1/,Bacteria,,Bacillati,Chloroflexota,,,,,Chloroflexota bacterium,root|cellular organisms|Bacteria|Bacillati|Chloroflexota|unclassified Chloroflexota|Chloroflexota bacterium,8,bacteria
3079895,3079895,Diastata ussurica,GCA_035078745.1,ncbi_eukaryotic_genomes,fasta/ncbi_eukaryotic_genomes/batch82.tar,batch82/GCA_035078745.1.fasta.gz,genbank,reference genome,Scaffold,510796743,510796743,0.33,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/078/745/GCA_035078745.1_ASM3507874v1/,Eukaryota,,Metazoa,Arthropoda,Insecta,Diptera,Diastatidae,Diastata,Diastata ussurica,root|cellular organisms|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Altocrustacea|Allotriocarida|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Eumetabola|Endopterygota|Aparaglossata|Panorpida|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Acalyptratae|Ephydroidea|Diastatidae|Diastata|Diastata ussurica,6,invertebrate_animal
1776741,1776741,Acinetobacter proteolyticus,GCF_000367945.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCF_000367945.1.fasta.gz,refseq,reference genome,Scaffold,4313783,4313783,0.41,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/945/GCF_000367945.1_Acin_sp_NIPH_809_V1/,Bacteria,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter proteolyticus,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter proteolyticus,8,bacteria
2053303,2053303,Marinilabiliales bacterium,GCA_002869425.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_002869425.1.fasta.gz,genbank,na,Scaffold,3924064,3924064,0.355,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/869/425/GCA_002869425.1_ASM286942v1/,Bacteria,,Pseudomonadati,Bacteroidota,Bacteroidia,Marinilabiliales,,,Marinilabiliales bacterium,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Bacteroidia|Marinilabiliales|unclassified Marinilabiliales|Marinilabiliales bacterium,8,bacteria
3083132,3083132,Candidatus Scybalocola fimicaballi,GCA_002317115.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCA_002317115.1.fasta.gz,genbank,na,Scaffold,2881976,2881976,0.415,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/317/115/GCA_002317115.1_ASM231711v1/,Bacteria,,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Candidatus Scybalocola (ex Gilroy et al. 2022),Candidatus Scybalocola fimicaballi,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Bacteroidia|Bacteroidales|Paludibacteraceae|Candidatus Scybalocola (ex Gilroy et al. 2022)|Candidatus Scybalocola fimicaballi,8,bacteria
553385,553385,Cobetia crustatorum,GCF_000591415.1,gtdb_v220,fasta/gtdb_v220/v214/batch2.tar,batch2/GCF_000591415.1.fasta.gz,refseq,na,Contig,4049952,4049952,0.575,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/415/GCF_000591415.1_Draft_genome_of_Cobetia_crustatorum_JO1/,Bacteria,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,Cobetia crustatorum,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Cobetia|Cobetia crustatorum,8,bacteria
2202731,2202731,Kiritimatiellales bacterium,GCA_030588285.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_030588285.1.fasta.gz,genbank,na,Contig,1193429,1193429,0.495,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/588/285/GCA_030588285.1_ASM3058828v1/,Bacteria,,Pseudomonadati,Kiritimatiellota,Kiritimatiellia,Kiritimatiellales,,,Kiritimatiellales bacterium,root|cellular organisms|Bacteria|Pseudomonadati|PVC group|Kiritimatiellota|Kiritimatiellia|Kiritimatiellales|unclassified Kiritimatiellales|Kiritimatiellales bacterium,8,bacteria
172733,172733,uncultured Eubacteriales bacterium,GCA_900315665.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_900315665.1.fasta.gz,genbank,na,Scaffold,2452783,2452783,0.485,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/315/665/GCA_900315665.1_Rumen_uncultured_genome_RUG117/,Bacteria,,Bacillati,Bacillota,Clostridia,Eubacteriales,,,uncultured Eubacteriales bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|environmental samples|uncultured Eubacteriales bacterium,8,bacteria
120377,120377,Salana multivorans,GCF_003751805.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCF_003751805.1.fasta.gz,refseq,reference genome,Contig,3892849,3892849,0.735,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/751/805/GCF_003751805.1_ASM375180v1/,Bacteria,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Beutenbergiaceae,Salana,Salana multivorans,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Micrococcales|Beutenbergiaceae|Salana|Salana multivorans,8,bacteria
2026724,2026724,Chloroflexota bacterium,GCA_005881275.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_005881275.1.fasta.gz,genbank,na,Scaffold,2935853,2935853,0.655,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/881/275/GCA_005881275.1_ASM588127v1/,Bacteria,,Bacillati,Chloroflexota,,,,,Chloroflexota bacterium,root|cellular organisms|Bacteria|Bacillati|Chloroflexota|unclassified Chloroflexota|Chloroflexota bacterium,8,bacteria
1805421,1805421,Verrucomicrobia bacterium CG1_02_43_26,GCA_001872735.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCA_001872735.1.fasta.gz,genbank,na,Contig,1839891,1839891,0.435,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/872/735/GCA_001872735.1_ASM187273v1/,Bacteria,,Pseudomonadati,Verrucomicrobiota,,,,,Verrucomicrobia bacterium CG1_02_43_26,root|cellular organisms|Bacteria|Pseudomonadati|PVC group|Verrucomicrobiota|unclassified Verrucomicrobiota|Verrucomicrobia bacterium CG1_02_43_26,8,bacteria
2485925,2485925,Oscillospiraceae bacterium,GCA_017408915.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_017408915.1.fasta.gz,genbank,na,Contig,1846096,1846096,0.56,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/408/915/GCA_017408915.1_ASM1740891v1/,Bacteria,,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,,Oscillospiraceae bacterium,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|unclassified Oscillospiraceae|Oscillospiraceae bacterium,8,bacteria
2093793,2093793,Candidatus Nealsoniibacteriota bacterium,GCA_003554915.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCA_003554915.1.fasta.gz,genbank,na,Contig,908116,908116,0.425,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/554/915/GCA_003554915.1_ASM355491v1/,Bacteria,,,Candidatus Nealsoniibacteriota,,,,,Candidatus Nealsoniibacteriota bacterium,root|cellular organisms|Bacteria|Bacteria incertae sedis|Bacteria candidate phyla|Patescibacteria group|Parcubacteria group|Candidatus Nealsoniibacteriota|unclassified Candidatus Nealsoniibacteriota|Candidatus Nealsoniibacteriota bacterium,8,bacteria
59620,59620,uncultured Clostridium sp.,GCA_947571515.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_947571515.1.fasta.gz,genbank,na,Contig,2121043,2121043,0.295,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/571/515/GCA_947571515.1_SRR19759414_bin.9_metawrap_v1.3_MAG/,Bacteria,,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,uncultured Clostridium sp.,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|environmental samples|uncultured Clostridium sp.,8,bacteria
2708079,2708079,Paramicrobacterium fandaimingii,GCF_011751745.2,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCF_011751745.2.fasta.gz,refseq,reference genome,Complete Genome,3622163,3622163,0.635,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/751/745/GCF_011751745.2_ASM1175174v2/,Bacteria,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Paramicrobacterium,Paramicrobacterium fandaimingii,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Paramicrobacterium|Paramicrobacterium fandaimingii,8,bacteria
59620,59620,uncultured Clostridium sp.,GCA_947246775.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_947246775.1.fasta.gz,genbank,na,Contig,2304441,2304441,0.335,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/246/775/GCA_947246775.1_SRR14920981_bin.5_metawrap_v1.3_MAG/,Bacteria,,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,uncultured Clostridium sp.,root|cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|environmental samples|uncultured Clostridium sp.,8,bacteria
470931,470931,Pantoea anthophila,GCF_006494375.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCF_006494375.1.fasta.gz,refseq,na,Contig,4699058,4699058,0.57,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/375/GCF_006494375.1_ASM649437v1/,Bacteria,,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea anthophila,root|cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea anthophila,8,bacteria
221953,221953,uncultured Brachyspira sp.,GCF_949287625.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCF_949287625.1.fasta.gz,refseq,na,Scaffold,3462136,3462136,0.28,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/287/625/GCF_949287625.1_B53_L1_309309_idba_bin.149/,Bacteria,,Pseudomonadati,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,uncultured Brachyspira sp.,root|cellular organisms|Bacteria|Pseudomonadati|Spirochaetota|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|environmental samples|uncultured Brachyspira sp.,8,bacteria
2608683,2608683,Paenibacillus tepidiphilus,GCF_008635795.1,gtdb_v220,fasta/gtdb_v220/v214/batch1.tar,batch1/GCF_008635795.1.fasta.gz,refseq,reference genome,Contig,6809498,6809498,0.54,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/635/795/GCF_008635795.1_ASM863579v1/,Bacteria,,Bacillati,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Paenibacillus,Paenibacillus tepidiphilus,root|cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus tepidiphilus,8,bacteria
2030927,2030927,Bacteroidales bacterium,GCA_030532685.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_030532685.1.fasta.gz,genbank,na,Scaffold,1867492,1867492,0.505,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/532/685/GCA_030532685.1_ASM3053268v1/,Bacteria,,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,root|cellular organisms|Bacteria|Pseudomonadati|FCB group|Bacteroidota/Chlorobiota group|Bacteroidota|Bacteroidia|Bacteroidales|unclassified Bacteroidales|Bacteroidales bacterium,8,bacteria
2026763,2026763,Myxococcales bacterium,GCA_025355005.1,gtdb_v220,fasta/gtdb_v220/v220_update.tar,v220_update/GCA_025355005.1.fasta.gz,genbank,na,Contig,8677701,8677701,0.67,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/355/005/GCA_025355005.1_ASM2535500v1/,Bacteria,,Pseudomonadati,Myxococcota,Myxococcia,Myxococcales,,,Myxococcales bacterium,root|cellular organisms|Bacteria|Pseudomonadati|Myxococcota|Myxococcia|Myxococcales|unclassified Myxococcales|Myxococcales bacterium,8,bacteria
1380354,1380354,Cellulomonas sp. URHE0023,GCF_000688475.1,gtdb_v220,fasta/gtdb_v220/v214/batch3.tar,batch3/GCF_000688475.1.fasta.gz,refseq,na,Contig,4210445,4210445,0.71,0.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/688/475/GCF_000688475.1_ASM68847v1/,Bacteria,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. URHE0023,root|cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Micrococcales|Cellulomonadaceae|Cellulomonas|unclassified Cellulomonas|Cellulomonas sp. URHE0023,8,bacteria
